"","ID","DOB","SEX","STATUS","NEUTER","ISTART","NSTART","IEND","NEND","HD","ED","CCL","LSA","MCT","OSA","HSA","PYO","UI","MC"
"802","GR342xy",1996-01-31,"Male","intact",NA,2001-01-11,NA,2001-01-11,NA,NA,NA,NA,NA,NA,NA,"36831",NA,NA,NA
"803","GR343xx",1999-03-12,"Female","intact",NA,2000-07-27,NA,2000-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","GR343xy",1996-04-08,"Male","intact",NA,2004-04-13,NA,2004-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","GR344xx",1999-03-22,"Female","intact",NA,2000-06-22,NA,2000-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","GR344xy",1996-06-01,"Male","intact",NA,2003-06-28,NA,2003-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","GR345xx",1999-03-22,"Female","intact",NA,2000-07-20,NA,2000-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","GR345xy",1996-08-27,"Male","intact",NA,2002-05-27,NA,2002-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","GR346xx",1999-03-22,"Female","intact",NA,2000-08-10,NA,2000-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","GR346xy",1996-09-14,"Male","intact",NA,2002-01-02,NA,2002-01-02,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","GR347xx",1999-04-12,"Female","intact",NA,2001-05-03,NA,2001-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","GR347xy",1996-10-06,"Male","intact",NA,2005-09-07,NA,2007-07-15,NA,"invalid",NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"813","GR348xx",1999-05-22,"Female","intact",NA,2003-06-11,NA,2003-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","GR348xy",1996-11-01,"Male","intact",NA,2001-02-12,NA,2001-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","GR349xx",1999-05-26,"Female","intact",NA,2000-07-28,NA,2000-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","GR349xy",1996-11-01,"Male","intact",NA,2005-01-14,NA,2005-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","GR350xx",1999-06-11,"Female","intact",NA,2002-10-03,NA,2002-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","GR350xy",1997-01-01,"Male","intact",NA,2003-03-18,NA,2003-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","GR351xx",1999-06-14,"Female","intact",NA,2002-06-06,NA,2002-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","GR351xy",1997-01-12,"Male","intact",NA,2004-06-30,NA,2004-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","GR352xx",1999-07-04,"Female","intact",NA,2000-12-06,NA,2002-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","GR352xy",1997-03-23,"Male","intact",NA,2005-06-07,NA,2007-06-05,NA,NA,NA,NA,NA,"38487",NA,NA,NA,NA,NA
"823","GR353xx",1999-07-25,"Female","intact",NA,2000-10-26,NA,2000-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","GR353xy",1997-04-24,"Male","intact",NA,2004-05-26,NA,2004-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","GR354xx",1999-08-20,"Female","intact",NA,2000-11-09,NA,2000-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","GR354xy",1997-06-01,"Male","intact",NA,2003-01-29,NA,2003-01-29,NA,NA,NA,NA,"37605",NA,NA,NA,NA,NA,NA
"827","GR355xx",1999-11-01,"Female","intact",NA,2004-06-09,NA,2004-06-10,NA,NA,NA,NA,NA,NA,NA,NA,"38145",NA,NA
"828","GR355xy",1997-06-09,"Male","intact",NA,2001-06-26,NA,2004-09-23,NA,NA,NA,NA,"37134","36892",NA,NA,NA,NA,NA
"829","GR356xx",1999-12-18,"Female","intact",NA,2001-04-12,NA,2001-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","GR356xy",1997-06-21,"Male","intact",NA,2004-04-26,NA,2006-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","GR357xx",2000-01-01,"Female","intact",NA,2006-02-06,NA,2006-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","GR357xy",1997-09-17,"Male","intact",NA,2001-02-09,NA,2001-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","GR358xx",2000-01-16,"Female","intact",NA,2002-09-16,NA,2008-02-28,NA,NA,NA,NA,"39442",NA,NA,NA,NA,NA,NA
"834","GR358xy",1997-10-01,"Male","intact",NA,2002-03-14,NA,2002-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","GR359xx",2000-03-01,"Female","intact",NA,2001-03-29,NA,2001-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","GR359xy",1997-11-01,"Male","intact",NA,2004-11-07,NA,2004-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","GR360xx",2000-03-13,"Female","intact",NA,2001-05-10,NA,2001-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","GR360xy",1998-01-01,"Male","intact",NA,2006-08-17,NA,2006-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","GR361xx",2000-04-29,"Female","intact",NA,2001-06-07,NA,2001-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","GR361xy",1998-01-04,"Male","intact",NA,2001-05-19,NA,2001-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","GR362xx",2000-05-01,"Female","intact",NA,2002-08-15,NA,2002-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","GR362xy",1998-01-09,"Male","intact",NA,2000-09-07,NA,2003-05-23,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA
"843","GR363xx",2000-05-07,"Female","intact",NA,2001-11-15,NA,2001-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","GR363xy",1998-01-15,"Male","intact",NA,2006-07-20,NA,2009-10-30,NA,NA,NA,NA,NA,"39825",NA,"40116",NA,NA,NA
"845","GR364xx",2000-05-19,"Female","intact",NA,2001-11-01,NA,2001-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","GR364xy",1998-01-23,"Male","intact",NA,2006-10-05,NA,2006-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","GR365xx",2000-07-06,"Female","intact",NA,2002-02-21,NA,2002-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","GR365xy",1998-02-16,"Male","intact",NA,2003-02-05,NA,2003-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","GR366xx",2000-12-13,"Female","intact",NA,2002-04-29,NA,2002-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","GR366xy",1998-05-01,"Male","intact",NA,2001-09-04,NA,2001-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","GR367xx",2001-04-02,"Female","intact",NA,2002-10-03,NA,2002-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","GR367xy",1998-06-03,"Male","intact",NA,2000-06-12,NA,2000-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","GR368xx",2001-04-02,"Female","intact",NA,2002-10-03,NA,2002-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","GR368xy",1998-07-12,"Male","intact",NA,2006-11-28,NA,2006-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","GR369xx",2001-04-02,"Female","intact",NA,2002-11-07,NA,2002-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","GR369xy",1998-08-20,"Male","intact",NA,2000-01-20,NA,2000-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","GR370xx",2001-04-11,"Female","intact",NA,2005-10-26,NA,2005-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","GR370xy",1998-08-22,"Male","intact",NA,2001-09-27,NA,2001-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","GR371xx",2001-05-16,"Female","intact",NA,2002-12-05,NA,2002-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","GR371xy",1998-09-22,"Male","intact",NA,2005-06-29,NA,2005-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","GR372xx",2001-07-13,"Female","intact",NA,2003-03-06,NA,2003-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","GR372xy",1998-11-23,"Male","intact",NA,2007-10-26,NA,2007-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","GR373xx",2001-07-29,"Female","intact",NA,2003-03-06,NA,2003-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","GR373xy",1998-12-04,"Male","intact",NA,2004-05-17,NA,2004-05-26,NA,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"865","GR374xx",2001-10-18,"Female","intact",NA,2005-02-14,NA,2005-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","GR374xy",1999-01-25,"Male","intact",NA,2007-05-07,NA,2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","GR375xx",2001-10-30,"Female","intact",NA,2003-01-08,NA,2003-01-08,NA,NA,"37568",NA,NA,NA,NA,NA,NA,NA,NA
"868","GR375xy",1999-01-31,"Male","intact",NA,2002-11-04,NA,2003-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","GR376xx",2002-02-01,"Female","intact",NA,2006-09-01,NA,2006-09-01,NA,NA,NA,NA,NA,NA,NA,"38961",NA,NA,NA
"870","GR376xy",1999-03-01,"Male","intact",NA,2001-02-15,NA,2001-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","GR377xx",2002-03-14,"Female","intact",NA,2003-07-09,NA,2012-11-19,NA,"38064",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","GR377xy",1999-04-01,"Male","intact",NA,2001-11-15,NA,2001-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","GR378xx",2002-04-08,"Female","intact",NA,2003-10-06,NA,2005-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","GR378xy",1999-05-09,"Male","intact",NA,2003-08-20,NA,2006-06-19,NA,NA,"37843",NA,NA,NA,NA,NA,NA,NA,NA
"875","GR379xx",2002-05-02,"Female","intact",NA,2006-01-05,NA,2006-01-05,NA,"38722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","GR379xy",1999-05-29,"Male","intact",NA,2004-07-31,NA,2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","GR380xx",2002-05-02,"Female","intact",NA,2004-02-26,NA,2012-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","GR380xy",1999-06-16,"Male","intact",NA,2008-02-14,NA,2008-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","GR381xx",2002-05-31,"Female","intact",NA,2003-06-30,NA,2003-06-30,NA,"invalid","invalid",NA,NA,NA,NA,NA,NA,"invalid",NA
"880","GR381xy",1999-09-05,"Male","intact",NA,2000-12-28,NA,2000-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","GR382xx",2002-09-01,"Female","intact",NA,2006-10-22,NA,2006-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","GR382xy",1999-10-16,"Male","intact",NA,2002-08-21,NA,2002-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","GR383xx",2002-10-30,"Female","intact",NA,2005-07-21,NA,2005-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","GR383xy",1999-11-01,"Male","intact",NA,2008-03-12,NA,2008-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","GR384xx",2002-11-19,"Female","intact",NA,2004-10-07,NA,2004-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","GR384xy",1999-12-01,"Male","intact",NA,2007-09-06,NA,2007-09-06,NA,NA,NA,NA,"39316",NA,NA,NA,NA,NA,NA
"887","GR385xx",2003-05-03,"Female","intact",NA,2005-03-28,NA,2011-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","GR385xy",1999-12-01,"Male","intact",NA,2007-05-29,NA,2010-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","GR386xx",2003-05-24,"Female","intact",NA,2005-02-14,NA,2005-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","GR386xy",1999-12-07,"Male","intact",NA,2007-02-14,NA,2007-02-14,NA,"38961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","GR387xx",2003-08-11,"Female","intact",NA,2010-12-06,NA,2010-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","GR387xy",1999-12-24,"Male","intact",NA,2001-04-27,NA,2006-08-28,NA,"38379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","GR388xx",2003-12-17,"Female","intact",NA,2005-01-20,NA,2009-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","GR388xy",2000-01-07,"Male","intact",NA,2005-06-02,NA,2005-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","GR389xx",2004-01-04,"Female","intact",NA,2006-02-17,NA,2007-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","GR389xy",2000-01-17,"Male","intact",NA,2001-03-19,NA,2001-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","GR390xx",2004-02-20,"Female","intact",NA,2005-10-18,NA,2005-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","GR390xy",2000-04-17,"Male","intact",NA,2005-01-03,NA,2005-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","GR391xx",2004-03-11,"Female","intact",NA,2009-10-05,NA,2009-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","GR391xy",2000-04-22,"Male","intact",NA,2007-03-06,NA,2007-05-31,NA,NA,NA,NA,NA,"39052",NA,NA,NA,NA,NA
"901","GR392xx",2004-05-10,"Female","intact",NA,2012-10-18,NA,2012-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","GR392xy",2000-05-16,"Male","intact",NA,2001-09-20,NA,2010-05-13,NA,"invalid","38916",NA,NA,NA,"39748",NA,NA,NA,NA
"903","GR393xx",2004-06-22,"Female","intact",NA,2006-08-31,NA,2007-05-22,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA,NA
"904","GR393xy",2000-05-18,"Male","intact",NA,2002-01-24,NA,2002-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","GR394xx",2004-08-15,"Female","intact",NA,2006-04-26,NA,2006-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","GR394xy",2000-06-01,"Male","intact",NA,2006-09-23,NA,2006-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","GR395xx",2004-08-18,"Female","intact",NA,2006-10-23,NA,2006-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","GR395xy",2000-06-08,"Male","intact",NA,2004-02-06,NA,2004-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","GR396xx",2004-09-30,"Female","intact",NA,2006-02-27,NA,2006-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","GR396xy",2000-07-15,"Male","intact",NA,2003-06-02,NA,2010-11-01,NA,"37831",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","GR397xx",2004-09-30,"Female","intact",NA,2006-04-26,NA,2006-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","GR397xy",2000-09-07,"Male","intact",NA,2002-12-19,NA,2003-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","GR398xx",2004-10-01,"Female","intact",NA,2010-12-05,NA,2010-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","GR398xy",2000-09-12,"Male","intact",NA,2004-06-28,NA,2004-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","GR399xx",2005-02-26,"Female","intact",NA,2006-05-07,NA,2006-05-15,NA,"invalid","invalid",NA,NA,NA,NA,NA,NA,NA,NA
"916","GR399xy",2000-09-14,"Male","intact",NA,2003-02-27,NA,2003-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","GR400xx",2005-06-10,"Female","intact",NA,2006-10-16,NA,2006-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","GR400xy",2001-01-15,"Male","intact",NA,2003-11-07,NA,2005-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","GR401xx",2005-10-11,"Female","intact",NA,2008-10-16,NA,2008-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","GR401xy",2001-01-27,"Male","intact",NA,2002-01-29,NA,2002-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","GR402xx",2005-12-17,"Female","intact",NA,2008-02-04,NA,2008-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","GR402xy",2001-03-19,"Male","intact",NA,2002-04-10,NA,2002-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","GR403xx",2006-05-26,"Female","intact",NA,2007-10-02,NA,2007-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","GR403xy",2001-03-19,"Male","intact",NA,2003-05-22,NA,2003-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","GR404xx",2006-06-25,"Female","intact",NA,2008-09-09,NA,2008-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","GR404xy",2001-03-30,"Male","intact",NA,2002-08-01,NA,2002-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","GR405xx",2006-08-27,"Female","intact",NA,2007-12-30,NA,2008-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"928","GR405xy",2001-04-01,"Male","intact",NA,2004-08-19,NA,2004-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","GR406xx",2006-09-01,"Female","intact",NA,2011-06-13,NA,2011-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","GR406xy",2001-04-12,"Male","intact",NA,2004-09-30,NA,2005-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","GR407xx",2006-10-25,"Female","intact",NA,2008-10-27,NA,2008-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","GR407xy",2001-05-29,"Male","intact",NA,2003-05-14,NA,2003-05-14,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"933","GR408xx",2006-11-01,"Female","intact",NA,2009-05-18,NA,2009-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","GR408xy",2001-06-07,"Male","intact",NA,2003-03-13,NA,2003-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","GR409xx",2006-12-03,"Female","intact",NA,2009-02-19,NA,2009-02-19,NA,"39863",NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","GR409xy",2001-07-21,"Male","intact",NA,2004-02-26,NA,2004-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","GR410xx",2007-01-01,"Female","intact",NA,2011-07-12,NA,2011-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","GR410xy",2001-08-01,"Male","intact",NA,2005-05-16,NA,2005-05-16,NA,NA,NA,NA,"38473",NA,NA,NA,NA,NA,NA
"939","GR411xx",2007-04-19,"Female","intact",NA,2010-02-05,NA,2010-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","GR411xy",2001-09-07,"Male","intact",NA,2010-07-14,NA,2010-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","GR412xx",2007-04-30,"Female","intact",NA,2008-07-30,NA,2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","GR412xy",2001-10-01,"Male","intact",NA,2005-08-31,NA,2005-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","GR413xx",2007-06-01,"Female","intact",NA,2009-04-12,NA,2009-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","GR413xy",2001-11-02,"Male","intact",NA,2004-11-01,NA,2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","GR414xx",2007-10-27,"Female","intact",NA,2009-06-24,NA,2009-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","GR414xy",2001-12-15,"Male","intact",NA,2008-01-02,NA,2010-12-20,NA,NA,NA,NA,NA,NA,"39083",NA,NA,NA,NA
"947","GR415xx",2008-01-08,"Female","intact",NA,2009-04-02,NA,2009-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","GR415xy",2002-01-02,"Male","intact",NA,2004-01-10,NA,2004-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","GR416xx",2008-05-01,"Female","intact",NA,2010-09-19,NA,2010-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","GR416xy",2002-02-03,"Male","intact",NA,2009-10-13,NA,2009-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","GR417xx",2008-05-05,"Female","intact",NA,2010-06-21,NA,2010-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","GR417xy",2002-03-21,"Male","intact",NA,2007-09-02,NA,2007-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","GR418xx",2008-05-22,"Female","intact",NA,2009-12-16,NA,2009-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","GR418xy",2002-04-01,"Male","intact",NA,2004-04-08,NA,2004-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","GR419xx",2008-05-22,"Female","intact",NA,2009-12-16,NA,2009-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","GR419xy",2002-04-14,"Male","intact",NA,2008-04-21,NA,2008-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","GR420xx",2008-05-22,"Female","intact",NA,2010-01-05,NA,2010-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","GR420xy",2002-05-06,"Male","intact",NA,2003-05-09,NA,2011-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","GR421xx",2008-06-10,"Female","intact",NA,2009-12-16,NA,2009-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","GR421xy",2002-05-23,"Male","intact",NA,2005-02-17,NA,2005-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","GR422xx",2008-07-11,"Female","intact",NA,2010-03-11,NA,2010-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","GR422xy",2002-06-12,"Male","intact",NA,2005-03-09,NA,2005-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","GR423xx",2008-09-18,"Female","intact",NA,2011-06-02,NA,2011-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","GR423xy",2002-09-02,"Male","intact",NA,2005-03-28,NA,2005-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","GR424xx",2008-09-22,"Female","intact",NA,2010-03-11,NA,2010-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","GR424xy",2002-11-12,"Male","intact",NA,2006-09-27,NA,2006-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","GR425xx",2008-09-28,"Female","intact",NA,2011-03-29,NA,2011-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","GR425xy",2002-12-20,"Male","intact",NA,2005-01-13,NA,2005-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","GR426xx",2008-11-08,"Female","intact",NA,2011-10-26,NA,2012-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","GR426xy",2003-04-09,"Male","intact",NA,2006-08-03,NA,2006-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","GR427xx",2009-03-09,"Female","intact",NA,2010-05-06,NA,2010-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","GR427xy",2003-05-01,"Male","intact",NA,2011-04-09,NA,2011-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","GR428xx",2009-08-26,"Female","intact",NA,2011-01-20,NA,2011-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","GR428xy",2003-06-01,"Male","intact",NA,2009-04-13,NA,2009-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","GR429xx",2009-09-15,"Female","intact",NA,2010-11-22,NA,2010-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","GR429xy",2003-10-07,"Male","intact",NA,2005-01-31,NA,2005-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","GR430xx",2010-01-20,"Female","intact",NA,2011-10-03,NA,2011-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","GR430xy",2003-10-30,"Male","intact",NA,2009-09-08,NA,2009-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","GR431xx",2010-02-05,"Female","intact",NA,2011-10-05,NA,2011-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","GR431xy",2003-11-01,"Male","intact",NA,2008-12-01,NA,2012-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","GR432xx",2010-04-13,"Female","intact",NA,2011-08-25,NA,2011-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","GR432xy",2003-12-04,"Male","intact",NA,2006-01-11,NA,2006-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","GR433xx",2010-05-30,"Female","intact",NA,2011-12-15,NA,2011-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
